SampleID,Horvath,Hannum,PhenoAge
TCGA.E9.A1NC.01A.12D.A161.05,45.48412846,55.63149679,47.6620357
TCGA.E9.A5UO.01A.11D.A28C.05,102.4374617,108.8653803,152.3278647
TCGA.AR.A24H.01A.11D.A16A.05,82.39855535,70.54977032,125.7388733
TCGA.E2.A1L6.01A.11D.A13K.05,76.6827117,55.31714159,58.46789087
TCGA.E9.A54Y.01A.11D.A268.05,141.2995694,100.5931603,190.6687543
TCGA.BH.A1ES.01A.11D.A138.05,71.39062383,79.98685166,74.51610431
TCGA.E9.A1R5.01A.11D.A14N.05,87.65512558,89.6947471,132.6399506
TCGA.E2.A14N.01A.31D.A138.05,42.50350806,45.84318627,56.96705483
TCGA.AR.A5QM.01A.11D.A27Y.05,73.43678798,99.30230549,85.67089568
TCGA.D8.A1XO.01A.11D.A14N.05,65.8692201,60.6609113,53.53988023
TCGA.D8.A27E.01A.11D.A16G.05,59.90606982,65.22895467,47.86695216
TCGA.E9.A1R7.01A.11D.A14N.05,93.18974407,88.93012134,98.24138505
TCGA.B6.A400.01A.11D.A23D.05,44.62329142,37.63657503,73.9884195
TCGA.D8.A27H.01A.11D.A16G.05,49.10358372,59.26405146,34.38493517
TCGA.D8.A27T.01A.11D.A16G.05,61.3504893,73.15901804,71.83164951
TCGA.A2.A25E.01A.11D.A16A.05,48.66544289,70.90759254,56.20664723
TCGA.D8.A1JB.01A.11D.A13K.05,62.40367456,60.61211651,59.89938385
TCGA.EW.A1J3.01A.11D.A13K.05,87.10009272,98.29431009,104.487466
TCGA.GM.A3NY.01A.11D.A21R.05,72.94579813,93.08068989,114.6270666
TCGA.D8.A3Z6.01A.11D.A23D.05,68.46891089,76.26227383,94.47626706
TCGA.EW.A423.01A.11D.A244.05,87.71758116,77.30609235,131.4048169
TCGA.B6.A402.01A.11D.A23D.05,34.26147804,29.41723963,51.38381802
TCGA.AR.A1AN.01A.11D.A12R.05,83.21483831,66.58329253,70.28577158
TCGA.GM.A2DN.01A.11D.A17Z.05,79.12679004,74.49795578,86.545267
TCGA.A2.A0EN.01A.13D.A10P.05,70.52992303,75.43921934,83.63028707
TCGA.E9.A1RC.01A.11D.A161.05,65.52614625,73.45853655,123.6814239
TCGA.AR.A0TQ.01A.11D.A10P.05,30.78230137,54.62276449,67.43154892
TCGA.A8.A08O.01A.21D.A10P.05,90.77719207,71.71002118,98.63861177
TCGA.BH.A8G0.01A.11D.A357.05,55.88401108,64.82380203,75.21557403
TCGA.AC.A3QP.01A.11D.A230.05,70.20214527,69.66065783,76.10014045
TCGA.E2.A570.01A.11D.A29O.05,41.1157034,75.93505533,62.98447406
TCGA.BH.A0DH.01A.11D.A10P.05,80.44283051,129.7752711,147.3516475
TCGA.MS.A51U.01A.31D.A268.05,61.2021212,64.1411941,50.02165571
TCGA.E2.A1LS.01A.12D.A161.05,40.69270017,65.57630458,93.93661932
TCGA.LL.A8F5.01A.11D.A36K.05,35.79495848,49.52373795,61.3140589
TCGA.B6.A3ZX.01A.11D.A23D.05,49.34207798,55.88426521,53.39808226
TCGA.AR.A1AP.01A.11D.A12R.05,113.2411664,105.4361344,171.5126279
TCGA.A7.A3J1.01A.11D.A212.05,82.95313607,81.46194382,87.78885472
TCGA.AR.A0U0.01A.11D.A10A.05,64.80796984,51.27966622,96.18773621
TCGA.D8.A1XU.01A.11D.A14N.05,60.5430374,78.27081592,94.83445667
TCGA.AR.A24Q.01A.12D.A16A.05,48.27797859,29.34926176,51.2873791
TCGA.A2.A0YM.01A.11D.A10A.05,74.68018686,62.83162878,121.8616784
TCGA.D8.A1XR.01A.11D.A14N.05,57.71720016,76.95468063,104.2622181
TCGA.3C.AAAU.01A.11D.A41Q.05,64.3458158,81.16974869,52.71229283
TCGA.A1.A0SN.01A.11D.A145.05,74.48077866,81.80488053,118.1175573
TCGA.AR.A24M.01A.11D.A16A.05,58.45103795,59.89871435,63.94692801
TCGA.A7.A6VV.01A.22D.A33F.05,60.61037244,41.54747058,83.90942774
TCGA.B6.A0WT.01A.11D.A10A.05,54.00586831,52.15623135,59.90302215
TCGA.A2.A3XT.01A.11D.A230.05,53.3131581,50.33826975,41.55895452
TCGA.D8.A1Y2.01A.11D.A161.05,65.88341181,59.94692643,69.06747793
TCGA.BH.A1FB.01A.11D.A13K.05,64.28188116,56.8760719,61.47309235
TCGA.A2.A1G0.01A.11D.A13K.05,60.52774117,44.69923756,31.64469046
TCGA.AR.A24K.01A.11D.A16A.05,87.79233748,57.38481516,120.0289105
TCGA.E2.A1IN.01A.11D.A13K.05,61.11409484,53.85214324,59.43832476
TCGA.AR.A2LN.01A.21D.A18O.05,71.04994648,75.60893783,47.27409283
TCGA.BH.A0DP.01A.21D.A10P.05,89.54893695,86.66478617,141.2513939
TCGA.AR.A2LJ.01A.12D.A19Z.05,56.72381801,58.43322732,50.77512101
TCGA.AC.A62X.01A.11D.A29O.05,60.35815236,78.26660718,124.5739305
TCGA.EW.A424.01A.11D.A244.05,92.5705849,93.3894241,128.3805628
TCGA.AC.A6IV.01A.12D.A33F.05,80.28247825,70.62325707,71.38824866
TCGA.D8.A1XA.01A.11D.A14H.05,86.5720355,103.1538,101.0467538
TCGA.E2.A1B5.01A.21D.A12R.05,58.93711988,78.83771408,67.84265614
TCGA.A7.A3RF.01A.11D.A22B.05,85.19088323,88.9046565,98.46802281
TCGA.E2.A10C.01A.21D.A10N.05,65.7027708,80.5653232,89.91305983
TCGA.A2.A4S2.01A.12D.A268.05,80.24063823,67.88050537,100.0026447
TCGA.E9.A24A.01A.11D.A16A.05,60.72516464,70.71671923,54.28857496
TCGA.4H.AAAK.01A.12D.A41Q.05,76.4109388,69.48750263,110.0804182
TCGA.AC.A3TM.01A.11D.A22B.05,65.38877722,73.64178577,89.60396691
TCGA.BH.A1F2.01A.31D.A13K.05,53.98890197,93.72465342,78.5991494
TCGA.C8.A8HQ.01A.11D.A36K.05,70.3498347,102.4715603,102.2266472
TCGA.A7.A3IY.01A.21D.A21R.05,89.51422806,83.76326093,96.94287638
TCGA.E2.A1II.01A.11D.A145.05,48.28039463,69.3410854,74.89527259
TCGA.E2.A1B4.01A.11D.A12R.05,80.03137409,67.16282047,116.9733147
TCGA.A7.A4SE.01A.11D.A268.05,33.62366818,45.64687898,59.78607213
TCGA.BH.A0HB.01A.11D.A10P.05,53.86652197,52.85542383,62.52874863
TCGA.C8.A1HG.01A.11D.A138.05,50.13707375,61.73133336,57.35172445
TCGA.GM.A3NW.01A.21D.A22B.05,103.6708868,102.911538,128.4707319
TCGA.AC.A5XS.01A.11D.A29O.05,49.00195208,73.92169027,64.63636047
TCGA.EW.A3U0.01A.11D.A22B.05,40.39780418,40.84165875,35.35866476
TCGA.E2.A1BD.01A.11D.A12R.05,106.8652438,100.7735743,161.8221644
TCGA.A7.A26H.01A.11D.A16A.05,73.54657515,75.70397038,92.95957352
TCGA.OL.A5D8.01A.11D.A27Y.05,100.9853233,103.3915248,142.7348129
TCGA.A2.A0YH.01A.11D.A10A.05,66.87951182,50.29938034,83.15636216
TCGA.BH.A2L8.01A.11D.A18O.05,45.1499216,52.0558318,51.13392067
TCGA.AQ.A04L.01B.21D.A10N.05,42.70877108,55.94713445,121.2300615
TCGA.BH.A0WA.01A.11D.A10A.05,63.45121345,52.36357831,63.42243352
TCGA.BH.A1EX.01A.11D.A13K.05,59.70788054,67.64270807,73.45579156
TCGA.JL.A3YX.01A.11D.A230.05,61.20284796,57.03472532,98.22749767
TCGA.OL.A5S0.01A.11D.A28C.05,56.53186321,54.45712378,54.90377702
TCGA.OL.A5RX.01A.11D.A28C.05,81.47820945,66.20596547,78.99231931
TCGA.BH.A42V.01A.11D.A244.05,69.83067423,56.92737203,75.27888253
TCGA.AQ.A54N.01A.11D.A268.05,21.41983299,25.98390861,108.8460942
TCGA.EW.A1IW.01A.11D.A13K.05,102.3657514,82.97658053,131.9802397
TCGA.C8.A273.01A.11D.A16G.05,50.34215778,83.22301747,80.63818562
TCGA.B6.A0X7.01A.11D.A10N.05,60.69150367,53.37705193,90.24356732
TCGA.E2.A1L9.01A.11D.A13K.05,48.39406667,53.20321108,57.55659342
TCGA.A7.A13E.01A.11D.A12R.05,62.87061132,44.92791697,126.0806061
TCGA.E9.A1R6.01A.11D.A14H.05,92.06662373,86.83860072,93.19430184
TCGA.AC.A8OR.01A.21D.A41Q.05,73.17763054,91.25437398,86.72173384
TCGA.AR.A24X.01A.11D.A16A.05,77.67419867,114.693454,100.2809838
TCGA.B6.A0RV.01A.11D.A10P.05,82.68862116,69.49998239,88.00373557
TCGA.D8.A1XM.01A.21D.A14N.05,60.36848538,59.65728334,80.73890252
TCGA.EW.A1OZ.01A.11D.A145.05,49.1976423,58.218724,94.50241766
TCGA.E9.A3X8.01A.31D.A230.05,77.07993717,75.23458027,76.30646871
TCGA.C8.A3M7.01A.12D.A21R.05,57.65198074,72.17528932,53.52812085
TCGA.AC.A5XU.01A.11D.A28C.05,89.65602932,88.45557675,126.4869009
TCGA.D8.A1XK.01A.21D.A14N.05,56.6193953,64.4517619,84.65678706
TCGA.OL.A66I.01A.21D.A29O.05,57.36839785,66.46877133,85.00093367
TCGA.LL.A440.01A.11D.A244.05,88.09635047,69.1666688,79.36188557
TCGA.A7.A26E.01B.06D.A27B.05,58.90983135,57.23934688,66.56154137
TCGA.AC.A3BB.01A.21D.A19Z.05,64.67049691,72.75576048,59.48017404
TCGA.OL.A5RW.01A.11D.A28C.05,55.22119103,52.1111717,61.41928656
TCGA.BH.A0DQ.01A.11D.A10P.05,54.99477675,63.46040592,59.73875172
TCGA.C8.A1HJ.01A.11D.A13K.05,43.42830645,33.99842555,68.38703225
TCGA.C8.A1HL.01A.11D.A138.05,27.24927198,74.83822093,48.38250953
TCGA.A2.A3XU.01A.12D.A230.05,46.74431152,63.95940805,99.04815862
TCGA.AC.A2B8.01A.11D.A17F.05,81.62975168,67.99689609,83.34620557
TCGA.BH.A204.01A.11D.A161.05,105.5376118,99.87819814,102.5953859
TCGA.BH.A1EY.01A.11D.A13K.05,61.34437712,85.14323754,119.5607081
TCGA.LL.A7SZ.01A.32D.A357.05,55.66564661,65.78035815,77.29503113
TCGA.AR.A5QN.01A.12D.A28C.05,108.2553213,95.23934705,127.9081467
TCGA.B6.A0WZ.01A.11D.A10A.05,63.5713888,71.12836387,95.55392564
TCGA.B6.A0RE.01A.11D.A10P.05,41.32458175,57.11142934,104.3787553
TCGA.D8.A1XZ.01A.11D.A14N.05,37.8211817,53.215856,97.34286654
TCGA.E2.A1LL.01A.11D.A145.05,34.36802735,61.62250147,52.96462357
TCGA.S3.AA12.01A.11D.A41Q.05,80.49434469,67.28555716,126.7632762
TCGA.A2.A3KC.01A.11D.A212.05,86.88317275,91.55325783,113.0265609
TCGA.S3.AA10.01A.21D.A41Q.05,56.05367959,49.72102488,60.53144998
TCGA.E2.A15J.01A.11D.A12R.05,75.1082507,89.00349021,100.4850408
TCGA.A1.A0SJ.01A.11D.A10P.05,66.2615496,73.33597389,90.37098357
TCGA.A7.A4SA.01A.11D.A268.05,38.86970915,53.40488744,34.67404724
TCGA.A7.A5ZW.01A.12D.A29O.05,54.17113209,54.38502794,47.21615769
TCGA.B6.A409.01A.11D.A244.05,43.55736686,48.4622595,71.59085828
TCGA.E2.A1LK.01A.21D.A14H.05,48.90859701,100.0451989,126.7547678
TCGA.A2.A3Y0.01A.11D.A23D.05,44.02444716,40.75931068,53.97202374
TCGA.BH.A1EU.01A.11D.A138.05,81.80120322,85.87742994,75.60476678
TCGA.LD.A7W5.01A.22D.A357.05,66.72183369,68.55975233,69.1486051
TCGA.D8.A1J9.01A.11D.A13K.05,62.73008315,83.46501566,82.97166294
TCGA.HN.A2NL.01A.11D.A18O.05,32.85266792,22.29280149,43.83900296
TCGA.E9.A243.01A.21D.A16A.05,49.59025303,67.81006857,44.76268789
TCGA.OL.A6VR.01A.32D.A33F.05,74.94320842,81.91734737,83.18454224
TCGA.C8.A26Z.01A.11D.A16G.05,60.79243746,66.31564996,51.59466508
TCGA.E2.A10E.01A.21D.A10N.05,91.26692057,98.35713912,84.15858382
TCGA.BH.A1FN.01A.11D.A13K.05,51.88580601,35.0068451,32.26168095
TCGA.D8.A1JS.01A.11D.A13K.05,89.43623649,78.92056989,94.58685046
TCGA.B6.A1KN.01A.11D.A13K.05,61.27406013,70.45230436,87.09172973
TCGA.D8.A1JN.01A.11D.A13K.05,64.31840967,71.99807588,79.73166541
TCGA.A7.A5ZV.01A.11D.A28C.05,74.15169685,82.79722837,130.4762247
TCGA.A2.A4S0.01A.21D.A268.05,93.18332958,74.03467879,56.7720804
TCGA.D8.A1JI.01A.11D.A13K.05,56.6909293,105.8983817,112.3711066
TCGA.OL.A66H.01A.11D.A29O.05,61.93456146,92.74789627,57.60414797
TCGA.D8.A3Z5.01A.41D.A244.05,77.31118,79.83839902,79.15631254
TCGA.BH.A0C3.01A.21D.A12R.05,66.45914531,67.8497992,36.8758221
TCGA.A2.A1G1.01A.21D.A13K.05,58.16512831,71.8287872,69.34802519
TCGA.BH.A0GY.01A.11D.A10P.05,48.48185777,65.52348014,99.48989819
TCGA.A2.A0T7.01A.21D.A10P.05,59.37768176,52.35345019,64.30724042
TCGA.BH.A0B9.01A.11D.A10P.05,41.44968531,45.75005482,63.38722349
TCGA.B6.A0I1.01A.11D.A21R.05,68.02264635,63.72139015,69.56623842
TCGA.AO.A12G.01A.11D.A10N.05,92.22257948,82.30502386,124.4803238
TCGA.BH.A8FY.01A.11D.A36K.05,113.804813,129.3574409,184.0712937
TCGA.AR.A251.01A.12D.A16A.05,30.30474186,28.74642541,26.68929796
TCGA.E2.A9RU.01A.11D.A41Q.05,127.7625275,140.7040343,179.5825893
TCGA.AN.A0XL.01A.11D.A10N.05,93.05098593,85.16986222,130.9206423
TCGA.E2.A1LA.01A.11D.A145.05,79.99428972,81.61614789,111.4740783
TCGA.A2.A1FV.01A.11D.A13K.05,109.0554508,112.8719606,168.196434
TCGA.D8.A1Y0.01A.11D.A14N.05,88.40190957,71.92869678,55.18002378
TCGA.D8.A1JT.01A.31D.A13K.05,68.86060878,87.38735014,110.1812342
TCGA.LL.A50Y.01A.11D.A268.05,71.97734102,84.68705188,111.9537637
TCGA.E2.A10F.01A.11D.A10N.05,79.31984103,80.0296524,98.61080308
TCGA.S3.AA14.01A.11D.A41Q.05,80.44655483,69.61175271,79.44612363
TCGA.LL.A6FQ.01A.11D.A31V.05,55.02142734,69.43349525,107.3930521
TCGA.E2.A1IU.01A.11D.A14H.05,85.95441125,82.84916304,85.92405275
TCGA.AN.A0XS.01A.22D.A10A.05,54.52949581,60.86881228,57.55391225
TCGA.BH.A5IZ.01A.11D.A27Y.05,49.14998029,79.80616519,45.0424552
TCGA.D8.A1XY.01A.11D.A14N.05,81.08450851,72.38084961,110.1855353
TCGA.E9.A54X.01A.11D.A268.05,70.57604126,109.1002457,75.83177789
TCGA.AN.A0XT.01A.11D.A10A.05,40.80914763,57.18237251,86.00224436
TCGA.D8.A1JM.01A.11D.A13K.05,34.09432028,70.96381697,66.9535726
TCGA.AC.A62Y.01A.11D.A29O.05,101.4203186,96.00828755,91.37593284
TCGA.AN.A0XU.01A.11D.A10A.05,46.12471686,53.60620264,57.77295728
TCGA.LL.A5YP.01A.21D.A28C.05,39.04530195,46.01760632,47.75370737
TCGA.BH.A0W4.01A.11D.A10A.05,79.10530853,69.29539674,74.80560193
TCGA.BH.AB28.01A.31D.A41Q.05,100.150303,98.76892899,119.4739575
TCGA.A7.A13F.01A.11D.A12R.05,103.7078991,104.1271642,147.410251
TCGA.AC.A7VC.01A.11D.A357.05,38.95024533,17.08577991,39.78867575
TCGA.E2.A1IE.01A.11D.A13K.05,101.8364958,71.55362961,88.7969158
TCGA.A2.A3XY.01A.11D.A23D.05,33.73626689,39.00054263,50.4632932
TCGA.E2.A14U.01A.11D.A22B.05,81.22391786,67.09533013,65.27190895
TCGA.OL.A66O.01A.11D.A31V.05,75.21305058,100.4576962,128.5090919
TCGA.BH.A0H7.01A.13D.A10P.05,38.73358983,57.0886694,56.10730246
TCGA.AO.A1KT.01A.11D.A13K.05,78.73829426,100.9474263,135.0535135
TCGA.A2.A0ST.01A.12D.A10P.05,56.09674325,68.67336553,55.11641086
TCGA.D8.A27F.01A.11D.A16G.05,61.83411917,44.74246615,45.12410113
TCGA.EW.A1P4.01A.21D.A145.05,58.05294247,62.57092415,50.98058997
TCGA.A7.A3IZ.01A.11D.A212.05,148.1286553,132.3897624,141.1266302
TCGA.E9.A1N3.01A.12D.A161.05,51.51465251,76.47878516,50.69271935
TCGA.A1.A0SI.01A.11D.A145.05,68.41127938,85.48649304,85.81159466
TCGA.AR.A250.01A.31D.A16A.05,81.93864322,91.15493181,128.0761716
TCGA.AN.A0XO.01A.11D.A10A.05,66.22423533,67.0160011,75.70260873
TCGA.E2.A15K.01A.11D.A12R.05,50.48429725,65.30536137,73.85761553
TCGA.EW.A1OY.01A.11D.A145.05,30.07866073,34.59769324,68.6457443
TCGA.E9.A22E.01A.11D.A161.05,34.85198759,48.7852508,50.71726026
TCGA.A2.A0YC.01A.11D.A10A.05,66.35930999,86.8521316,93.29836909
TCGA.BH.A0H3.01A.11D.A12R.05,62.7171262,69.40232531,79.82719171
TCGA.A2.A0T6.01A.11D.A10P.05,96.91885885,94.86635886,110.1098349
TCGA.A1.A0SQ.01A.21D.A145.05,62.45509774,87.11820023,78.92690292
TCGA.AO.A12E.01A.11D.A10N.05,90.20719997,106.8941416,137.0168146
TCGA.GM.A3XN.01A.12D.A230.05,55.68543873,62.03983907,47.79725859
TCGA.D8.A1XG.01A.11D.A14H.05,116.8809689,107.5144557,111.8143518
TCGA.AR.A24L.01A.11D.A16A.05,40.23183316,55.68535939,15.80650233
TCGA.A2.A0YD.01A.11D.A10A.05,91.69322999,90.11569966,92.23288525
TCGA.B6.A0RN.01A.12D.A10P.05,98.81578717,99.74351482,144.1365328
TCGA.AR.A1AJ.01A.21D.A12R.05,68.94799524,77.43789487,85.37578909
TCGA.BH.A1F0.01A.11D.A138.05,71.66739736,68.98878411,63.89133319
TCGA.E9.A1RE.01A.11D.A161.05,84.17123092,70.89004454,113.5538458
TCGA.EW.A1P3.01A.11D.A145.05,52.39814648,73.99260623,75.89270672
TCGA.BH.A0BT.01A.11D.A12R.05,65.51861361,52.85254069,81.31189842
TCGA.BH.A0E0.01A.11D.A10P.05,18.78845085,40.75254574,59.09433818
TCGA.E9.A244.01A.11D.A16A.05,77.04768786,47.99011378,103.2833001
TCGA.D8.A1JD.01A.11D.A13K.05,49.85025996,48.54284638,97.24902874
TCGA.OL.A5RV.01A.12D.A28C.05,58.7523452,63.56306462,62.35233143
TCGA.BH.A1FL.01A.11D.A13K.05,75.4209262,81.94113142,106.8541336
TCGA.BH.A0AZ.01A.21D.A12R.05,59.91567548,91.23967374,75.9335324
TCGA.AO.A0JC.01A.11D.A10P.05,59.06774967,61.98798082,49.69349328
TCGA.B6.A0X1.01A.11D.A10A.05,39.01155459,67.60335607,51.84633128
TCGA.E9.A22H.01A.11D.A161.05,67.96408292,59.45507989,51.19548924
TCGA.AO.A03L.01A.41D.A10P.05,74.9313071,81.26514444,81.2384337
TCGA.AC.A6NO.01A.12D.A33F.05,49.79437755,50.33442935,69.04595573
TCGA.EW.A2FS.01A.11D.A17F.05,54.84651163,65.84751944,75.79610873
TCGA.BH.A1FG.01A.11D.A13K.05,87.84984445,83.76869171,103.1685217
TCGA.LL.A7T0.01A.31D.A357.05,59.84112195,67.45589104,89.09961101
TCGA.V7.A7HQ.01A.11D.A33F.05,65.11032832,71.8613647,72.53794448
